ID,Programme,Annee,ID_Site,Protocole,AB_tot,BM_tot,Richesse_tot,CaCO3,gps_x,N,bio3,gps_y,clay,silt,clcm_lvl3,P,bio12
TRAMBIOSOIL_34_2022_NA_NA,TRAMBIOSOIL,2022,"34",HS,300,"62,765",5,"76,4813003540039",2.200231,"2,0579628944397",0.34300000667572,48.709289,"16,5","51,6",gua,"38,8283386230469",708.2
TRAMBIOSOIL_35_2022_NA_NA,TRAMBIOSOIL,2022,"35",HS,487.5,"146,308333333333",7,"67,4178695678711",2.226236,"1,80795848369598",0.342000007629395,48.709424,"15,3","45,6",gua,"37,89599609375",703.5
TRAMBIOSOIL_36_2022_NA_NA,TRAMBIOSOIL,2022,"36",HS,254.166666666667,"58,2541666666667",7,"73,9800720214844",2.228805,"1,68824601173401",0.342000007629395,48.709343,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_37_2022_NA_NA,TRAMBIOSOIL,2022,"37",HS,204.166666666667,"107,316666666667",5,"73,9800720214844",2.23037,"1,68824601173401",0.342000007629395,48.71092,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_38_2022_NA_NA,TRAMBIOSOIL,2022,"38",HS,387.5,"87,2791666666667",7,"65,4695358276367",2.23128,"1,67365527153015",0.341000008583069,48.72458,"16,6","42,7",gua,"39,3080749511719",703.2
TRAMBIOSOIL_40_2022_NA_NA,TRAMBIOSOIL,2022,"40",HS,333.333333333333,"137,88",5,"73,9800720214844",2.232474,"1,68824601173401",0.340000009536743,48.707003,"17","42,6",gua,"35,897029876709",705.7
TRAMBIOSOIL_41_2022_NA_NA,TRAMBIOSOIL,2022,"41",HS,458.333333333333,"111,608333333333",7,"73,9800720214844",2.229979,"1,68824601173401",0.342000007629395,48.709307,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_42_2022_NA_NA,TRAMBIOSOIL,2022,"42",HS,262.5,"53,0416666666667",6,"67,4178695678711",2.221184,"1,80795848369598",0.342000007629395,48.708841,"15,3","45,6",gua,"37,89599609375",706.1
TRAMBIOSOIL_43_2022_NA_NA,TRAMBIOSOIL,2022,"43",HS,529.166666666667,"177,475",8,"73,9800720214844",2.23022,"1,68824601173401",0.342000007629395,48.71004,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_45_2022_NA_NA,TRAMBIOSOIL,2022,"45",HS,141.666666666667,"68,125",8,"73,9800720214844",2.23055,"1,68824601173401",0.342000007629395,48.71204,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_46_2022_NA_NA,TRAMBIOSOIL,2022,"46",HS,341.666666666667,"136,266666666667",10,"68,5342178344727",2.236931,"1,59147799015045",0.341000008583069,48.715925,"17,9","44,4",gua,"37,9055786132812",699.7
TRAMBIOSOIL_47_2022_NA_NA,TRAMBIOSOIL,2022,"47",HS,308.333333333333,"78,5083333333333",9,"68,5342178344727",2.237432,"1,59147799015045",0.341000008583069,48.716078,"17,9","44,4",gua,"37,9055786132812",699.7
TRAMBIOSOIL_48_2022_NA_NA,TRAMBIOSOIL,2022,"48",HS,558.333333333333,"159,9875",9,"68,5342178344727",2.237757,"1,59147799015045",0.341000008583069,48.715968,"17,9","44,4",gua,"37,9055786132812",699.7
TRAMBIOSOIL_49_2022_NA_NA,TRAMBIOSOIL,2022,"49",HS,787.5,"101,929166666667",7,"73,9800720214844",2.22877,"1,68824601173401",0.342000007629395,48.71211,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_49B_2022_NA_NA,TRAMBIOSOIL,2022,49B,HS,145.833333333333,"68,3166666666667",5,"73,9800720214844",2.22926,"1,68824601173401",0.342000007629395,48.70975,"17","42,6",gua,"35,897029876709",703.5
